QID,title,titleSlug,difficulty,topicTags
1386,Cinema Seat Allocation,cinema-seat-allocation,Medium,"array,hash-table,greedy,bit-manipulation"
1387,Sort Integers by The Power Value,sort-integers-by-the-power-value,Medium,"dynamic-programming,memoization,sorting"
1388,Pizza With 3n Slices,pizza-with-3n-slices,Hard,"array,dynamic-programming,greedy,heap-priority-queue"
1389,Create Target Array in the Given Order,create-target-array-in-the-given-order,Easy,"array,simulation"
1390,Four Divisors,four-divisors,Medium,"array,math"
1391,Check if There is a Valid Path in a Grid,check-if-there-is-a-valid-path-in-a-grid,Medium,"array,depth-first-search,breadth-first-search,union-find,matrix"
1392,Longest Happy Prefix,longest-happy-prefix,Hard,"string,rolling-hash,string-matching,hash-function"
1393,Capital Gain/Loss,capital-gainloss,Medium,database
1394,Find Lucky Integer in an Array,find-lucky-integer-in-an-array,Easy,"array,hash-table,counting"
1395,Count Number of Teams,count-number-of-teams,Medium,"array,dynamic-programming,binary-indexed-tree"
1396,Design Underground System,design-underground-system,Medium,"hash-table,string,design"
1397,Find All Good Strings,find-all-good-strings,Hard,"string,dynamic-programming,string-matching"
1398,Customers Who Bought Products A and B but Not C,customers-who-bought-products-a-and-b-but-not-c,Medium,database
1399,Count Largest Group,count-largest-group,Easy,"hash-table,math"
1400,Construct K Palindrome Strings,construct-k-palindrome-strings,Medium,"hash-table,string,greedy,counting"
1401,Circle and Rectangle Overlapping,circle-and-rectangle-overlapping,Medium,"math,geometry"
1402,Reducing Dishes,reducing-dishes,Hard,"array,dynamic-programming,greedy,sorting"
1403,Minimum Subsequence in Non-Increasing Order,minimum-subsequence-in-non-increasing-order,Easy,"array,greedy,sorting"
1404,Number of Steps to Reduce a Number in Binary Representation to One,number-of-steps-to-reduce-a-number-in-binary-representation-to-one,Medium,"string,bit-manipulation"
1405,Longest Happy String,longest-happy-string,Medium,"string,greedy,heap-priority-queue"
1406,Stone Game III,stone-game-iii,Hard,"array,math,dynamic-programming,game-theory"
1407,Top Travellers,top-travellers,Easy,database
1408,String Matching in an Array,string-matching-in-an-array,Easy,"array,string,string-matching"
1409,Queries on a Permutation With Key,queries-on-a-permutation-with-key,Medium,"array,binary-indexed-tree,simulation"
1410,HTML Entity Parser,html-entity-parser,Medium,"hash-table,string"
1411,Number of Ways to Paint N × 3 Grid,number-of-ways-to-paint-n-3-grid,Hard,dynamic-programming
1412,Find the Quiet Students in All Exams,find-the-quiet-students-in-all-exams,Hard,database
1413,Minimum Value to Get Positive Step by Step Sum,minimum-value-to-get-positive-step-by-step-sum,Easy,"array,prefix-sum"
1414,Find the Minimum Number of Fibonacci Numbers Whose Sum Is K,find-the-minimum-number-of-fibonacci-numbers-whose-sum-is-k,Medium,"math,greedy"
1415,The k-th Lexicographical String of All Happy Strings of Length n,the-k-th-lexicographical-string-of-all-happy-strings-of-length-n,Medium,"string,backtracking"
1416,Restore The Array,restore-the-array,Hard,"string,dynamic-programming"
1417,Reformat The String,reformat-the-string,Easy,string
1418,Display Table of Food Orders in a Restaurant,display-table-of-food-orders-in-a-restaurant,Medium,"array,hash-table,string,sorting,ordered-set"
1419,Minimum Number of Frogs Croaking,minimum-number-of-frogs-croaking,Medium,"string,counting"
1420,Build Array Where You Can Find The Maximum Exactly K Comparisons,build-array-where-you-can-find-the-maximum-exactly-k-comparisons,Hard,"dynamic-programming,prefix-sum"
1421,NPV Queries,npv-queries,Easy,database
1422,Maximum Score After Splitting a String,maximum-score-after-splitting-a-string,Easy,string
1423,Maximum Points You Can Obtain from Cards,maximum-points-you-can-obtain-from-cards,Medium,"array,sliding-window,prefix-sum"
1424,Diagonal Traverse II,diagonal-traverse-ii,Medium,"array,sorting,heap-priority-queue"
1425,Constrained Subsequence Sum,constrained-subsequence-sum,Hard,"array,dynamic-programming,queue,sliding-window,heap-priority-queue,monotonic-queue"
1426,Counting Elements,counting-elements,Easy,"array,hash-table"
1427,Perform String Shifts,perform-string-shifts,Easy,"array,math,string"
1428,Leftmost Column with at Least a One,leftmost-column-with-at-least-a-one,Medium,"array,binary-search,matrix,interactive"
1429,First Unique Number,first-unique-number,Medium,"array,hash-table,design,queue,data-stream"
1430,Check If a String Is a Valid Sequence from Root to Leaves Path in a Binary Tree,check-if-a-string-is-a-valid-sequence-from-root-to-leaves-path-in-a-binary-tree,Medium,"tree,depth-first-search,breadth-first-search,binary-tree"
1431,Kids With the Greatest Number of Candies,kids-with-the-greatest-number-of-candies,Easy,array
1432,Max Difference You Can Get From Changing an Integer,max-difference-you-can-get-from-changing-an-integer,Medium,"math,greedy"
1433,Check If a String Can Break Another String,check-if-a-string-can-break-another-string,Medium,"string,greedy,sorting"
1434,Number of Ways to Wear Different Hats to Each Other,number-of-ways-to-wear-different-hats-to-each-other,Hard,"array,dynamic-programming,bit-manipulation,bitmask"
1435,Create a Session Bar Chart,create-a-session-bar-chart,Easy,database
1436,Destination City,destination-city,Easy,"hash-table,string"
1437,Check If All 1's Are at Least Length K Places Away,check-if-all-1s-are-at-least-length-k-places-away,Easy,array
1438,Longest Continuous Subarray With Absolute Diff Less Than or Equal to Limit,longest-continuous-subarray-with-absolute-diff-less-than-or-equal-to-limit,Medium,"array,queue,sliding-window,heap-priority-queue,ordered-set,monotonic-queue"
1439,Find the Kth Smallest Sum of a Matrix With Sorted Rows,find-the-kth-smallest-sum-of-a-matrix-with-sorted-rows,Hard,"array,binary-search,heap-priority-queue,matrix"
1440,Evaluate Boolean Expression,evaluate-boolean-expression,Medium,database
1441,Build an Array With Stack Operations,build-an-array-with-stack-operations,Medium,"array,stack,simulation"
1442,Count Triplets That Can Form Two Arrays of Equal XOR,count-triplets-that-can-form-two-arrays-of-equal-xor,Medium,"array,hash-table,math,bit-manipulation,prefix-sum"
1443,Minimum Time to Collect All Apples in a Tree,minimum-time-to-collect-all-apples-in-a-tree,Medium,"hash-table,tree,depth-first-search,breadth-first-search"
1444,Number of Ways of Cutting a Pizza,number-of-ways-of-cutting-a-pizza,Hard,"array,dynamic-programming,memoization,matrix"
1445,Apples & Oranges,apples-oranges,Medium,database
1446,Consecutive Characters,consecutive-characters,Easy,string
1447,Simplified Fractions,simplified-fractions,Medium,"math,string,number-theory"
1448,Count Good Nodes in Binary Tree,count-good-nodes-in-binary-tree,Medium,"tree,depth-first-search,breadth-first-search,binary-tree"
1449,Form Largest Integer With Digits That Add up to Target,form-largest-integer-with-digits-that-add-up-to-target,Hard,"array,dynamic-programming"
1450,Number of Students Doing Homework at a Given Time,number-of-students-doing-homework-at-a-given-time,Easy,array
1451,Rearrange Words in a Sentence,rearrange-words-in-a-sentence,Medium,"string,sorting"
1452,People Whose List of Favorite Companies Is Not a Subset of Another List,people-whose-list-of-favorite-companies-is-not-a-subset-of-another-list,Medium,"array,hash-table,string"
1453,Maximum Number of Darts Inside of a Circular Dartboard,maximum-number-of-darts-inside-of-a-circular-dartboard,Hard,"array,math,geometry"
1454,Active Users,active-users,Medium,database
1455,Check If a Word Occurs As a Prefix of Any Word in a Sentence,check-if-a-word-occurs-as-a-prefix-of-any-word-in-a-sentence,Easy,"string,string-matching"
1456,Maximum Number of Vowels in a Substring of Given Length,maximum-number-of-vowels-in-a-substring-of-given-length,Medium,"string,sliding-window"
1457,Pseudo-Palindromic Paths in a Binary Tree,pseudo-palindromic-paths-in-a-binary-tree,Medium,"bit-manipulation,tree,depth-first-search,breadth-first-search,binary-tree"
1458,Max Dot Product of Two Subsequences,max-dot-product-of-two-subsequences,Hard,"array,dynamic-programming"
1459,Rectangles Area,rectangles-area,Medium,database
1460,Make Two Arrays Equal by Reversing Subarrays,make-two-arrays-equal-by-reversing-subarrays,Easy,"array,hash-table,sorting"
1461,Check If a String Contains All Binary Codes of Size K,check-if-a-string-contains-all-binary-codes-of-size-k,Medium,"hash-table,string,bit-manipulation,rolling-hash,hash-function"
1462,Course Schedule IV,course-schedule-iv,Medium,"depth-first-search,breadth-first-search,graph,topological-sort"
1463,Cherry Pickup II,cherry-pickup-ii,Hard,"array,dynamic-programming,matrix"
1464,Maximum Product of Two Elements in an Array,maximum-product-of-two-elements-in-an-array,Easy,"array,sorting,heap-priority-queue"
1465,Maximum Area of a Piece of Cake After Horizontal and Vertical Cuts,maximum-area-of-a-piece-of-cake-after-horizontal-and-vertical-cuts,Medium,"array,greedy,sorting"
1466,Reorder Routes to Make All Paths Lead to the City Zero,reorder-routes-to-make-all-paths-lead-to-the-city-zero,Medium,"depth-first-search,breadth-first-search,graph"
1467,Probability of a Two Boxes Having The Same Number of Distinct Balls,probability-of-a-two-boxes-having-the-same-number-of-distinct-balls,Hard,"array,math,dynamic-programming,backtracking,combinatorics,probability-and-statistics"
1468,Calculate Salaries,calculate-salaries,Medium,database
1469,Find All The Lonely Nodes,find-all-the-lonely-nodes,Easy,"tree,depth-first-search,breadth-first-search,binary-tree"
1470,Shuffle the Array,shuffle-the-array,Easy,array
1471,The k Strongest Values in an Array,the-k-strongest-values-in-an-array,Medium,"array,two-pointers,sorting"
1472,Design Browser History,design-browser-history,Medium,"array,linked-list,stack,design,doubly-linked-list,data-stream"
1473,Paint House III,paint-house-iii,Hard,"array,dynamic-programming"
1474,Delete N Nodes After M Nodes of a Linked List,delete-n-nodes-after-m-nodes-of-a-linked-list,Easy,linked-list
1475,Final Prices With a Special Discount in a Shop,final-prices-with-a-special-discount-in-a-shop,Easy,"array,stack,monotonic-stack"
1476,Subrectangle Queries,subrectangle-queries,Medium,"array,design,matrix"
1477,Find Two Non-overlapping Sub-arrays Each With Target Sum,find-two-non-overlapping-sub-arrays-each-with-target-sum,Medium,"array,hash-table,binary-search,dynamic-programming,sliding-window"
1478,Allocate Mailboxes,allocate-mailboxes,Hard,"array,math,dynamic-programming,sorting"
1479,Sales by Day of the Week,sales-by-day-of-the-week,Hard,database
1480,Running Sum of 1d Array,running-sum-of-1d-array,Easy,"array,prefix-sum"
1481,Least Number of Unique Integers after K Removals,least-number-of-unique-integers-after-k-removals,Medium,"array,hash-table,greedy,sorting,counting"
1482,Minimum Number of Days to Make m Bouquets,minimum-number-of-days-to-make-m-bouquets,Medium,"array,binary-search"
1483,Kth Ancestor of a Tree Node,kth-ancestor-of-a-tree-node,Hard,"binary-search,dynamic-programming,tree,depth-first-search,breadth-first-search,design"
1484,Group Sold Products By The Date,group-sold-products-by-the-date,Easy,database
1485,Clone Binary Tree With Random Pointer,clone-binary-tree-with-random-pointer,Medium,"hash-table,tree,depth-first-search,breadth-first-search,binary-tree"
1486,XOR Operation in an Array,xor-operation-in-an-array,Easy,"math,bit-manipulation"
1487,Making File Names Unique,making-file-names-unique,Medium,"array,hash-table,string"
1488,Avoid Flood in The City,avoid-flood-in-the-city,Medium,"array,hash-table,binary-search,greedy,heap-priority-queue"
1489,Find Critical and Pseudo-Critical Edges in Minimum Spanning Tree,find-critical-and-pseudo-critical-edges-in-minimum-spanning-tree,Hard,"union-find,graph,sorting,minimum-spanning-tree,strongly-connected-component"
1490,Clone N-ary Tree,clone-n-ary-tree,Medium,"hash-table,tree,depth-first-search,breadth-first-search"
1491,Average Salary Excluding the Minimum and Maximum Salary,average-salary-excluding-the-minimum-and-maximum-salary,Easy,"array,sorting"
1492,The kth Factor of n,the-kth-factor-of-n,Medium,"math,number-theory"
1493,Longest Subarray of 1's After Deleting One Element,longest-subarray-of-1s-after-deleting-one-element,Medium,"array,dynamic-programming,sliding-window"
1494,Parallel Courses II,parallel-courses-ii,Hard,"dynamic-programming,bit-manipulation,graph,bitmask"
1495,Friendly Movies Streamed Last Month,friendly-movies-streamed-last-month,Easy,database
1496,Path Crossing,path-crossing,Easy,"hash-table,string"
1497,Check If Array Pairs Are Divisible by k,check-if-array-pairs-are-divisible-by-k,Medium,"array,hash-table,counting"
1498,Number of Subsequences That Satisfy the Given Sum Condition,number-of-subsequences-that-satisfy-the-given-sum-condition,Medium,"array,two-pointers,binary-search,sorting"
1499,Max Value of Equation,max-value-of-equation,Hard,"array,queue,sliding-window,heap-priority-queue,monotonic-queue"
1500,Design a File Sharing System,design-a-file-sharing-system,Medium,"hash-table,design,heap-priority-queue,data-stream"
1501,Countries You Can Safely Invest In,countries-you-can-safely-invest-in,Medium,database
1502,Can Make Arithmetic Progression From Sequence,can-make-arithmetic-progression-from-sequence,Easy,"array,sorting"
1503,Last Moment Before All Ants Fall Out of a Plank,last-moment-before-all-ants-fall-out-of-a-plank,Medium,"array,brainteaser,simulation"
1504,Count Submatrices With All Ones,count-submatrices-with-all-ones,Medium,"array,dynamic-programming,stack,matrix,monotonic-stack"
1505,Minimum Possible Integer After at Most K Adjacent Swaps On Digits,minimum-possible-integer-after-at-most-k-adjacent-swaps-on-digits,Hard,"string,greedy,binary-indexed-tree,segment-tree"
1506,Find Root of N-Ary Tree,find-root-of-n-ary-tree,Medium,"hash-table,bit-manipulation,tree,depth-first-search"
1507,Reformat Date,reformat-date,Easy,string
1508,Range Sum of Sorted Subarray Sums,range-sum-of-sorted-subarray-sums,Medium,"array,two-pointers,binary-search,sorting"
1509,Minimum Difference Between Largest and Smallest Value in Three Moves,minimum-difference-between-largest-and-smallest-value-in-three-moves,Medium,"array,greedy,sorting"
1510,Stone Game IV,stone-game-iv,Hard,"math,dynamic-programming,game-theory"
1511,Customer Order Frequency,customer-order-frequency,Easy,database
1512,Number of Good Pairs,number-of-good-pairs,Easy,"array,hash-table,math,counting"
1513,Number of Substrings With Only 1s,number-of-substrings-with-only-1s,Medium,"math,string"
1514,Path with Maximum Probability,path-with-maximum-probability,Medium,"array,graph,heap-priority-queue,shortest-path"
1515,Best Position for a Service Centre,best-position-for-a-service-centre,Hard,"math,geometry,randomized"
1516,Move Sub-Tree of N-Ary Tree,move-sub-tree-of-n-ary-tree,Hard,"tree,depth-first-search"
1517,Find Users With Valid E-Mails,find-users-with-valid-e-mails,Easy,database
1518,Water Bottles,water-bottles,Easy,"math,simulation"
1519,Number of Nodes in the Sub-Tree With the Same Label,number-of-nodes-in-the-sub-tree-with-the-same-label,Medium,"hash-table,tree,depth-first-search,breadth-first-search,counting"
1520,Maximum Number of Non-Overlapping Substrings,maximum-number-of-non-overlapping-substrings,Hard,"string,greedy"
1521,Find a Value of a Mysterious Function Closest to Target,find-a-value-of-a-mysterious-function-closest-to-target,Hard,"array,binary-search,bit-manipulation,segment-tree"
1522,Diameter of N-Ary Tree,diameter-of-n-ary-tree,Medium,"tree,depth-first-search"
1523,Count Odd Numbers in an Interval Range,count-odd-numbers-in-an-interval-range,Easy,math
1524,Number of Sub-arrays With Odd Sum,number-of-sub-arrays-with-odd-sum,Medium,"array,math,dynamic-programming,prefix-sum"
1525,Number of Good Ways to Split a String,number-of-good-ways-to-split-a-string,Medium,"string,dynamic-programming,bit-manipulation"
1526,Minimum Number of Increments on Subarrays to Form a Target Array,minimum-number-of-increments-on-subarrays-to-form-a-target-array,Hard,"array,dynamic-programming,stack,greedy,monotonic-stack"
1527,Patients With a Condition,patients-with-a-condition,Easy,database
1528,Shuffle String,shuffle-string,Easy,"array,string"
1529,Minimum Suffix Flips,minimum-suffix-flips,Medium,"string,greedy"
1530,Number of Good Leaf Nodes Pairs,number-of-good-leaf-nodes-pairs,Medium,"tree,depth-first-search,binary-tree"
1531,String Compression II,string-compression-ii,Hard,"string,dynamic-programming"
1532,The Most Recent Three Orders,the-most-recent-three-orders,Medium,database
1533,Find the Index of the Large Integer,find-the-index-of-the-large-integer,Medium,"array,binary-search,interactive"
1534,Count Good Triplets,count-good-triplets,Easy,"array,enumeration"
1535,Find the Winner of an Array Game,find-the-winner-of-an-array-game,Medium,"array,simulation"
1536,Minimum Swaps to Arrange a Binary Grid,minimum-swaps-to-arrange-a-binary-grid,Medium,"array,greedy,matrix"
1537,Get the Maximum Score,get-the-maximum-score,Hard,"array,two-pointers,dynamic-programming,greedy"
1538,Guess the Majority in a Hidden Array,guess-the-majority-in-a-hidden-array,Medium,"array,math,interactive"
1539,Kth Missing Positive Number,kth-missing-positive-number,Easy,"array,binary-search"
1540,Can Convert String in K Moves,can-convert-string-in-k-moves,Medium,"hash-table,string"
1541,Minimum Insertions to Balance a Parentheses String,minimum-insertions-to-balance-a-parentheses-string,Medium,"string,stack,greedy"
1542,Find Longest Awesome Substring,find-longest-awesome-substring,Hard,"hash-table,string,bit-manipulation"
1543,Fix Product Name Format,fix-product-name-format,Easy,database
1544,Make The String Great,make-the-string-great,Easy,"string,stack"
1545,Find Kth Bit in Nth Binary String,find-kth-bit-in-nth-binary-string,Medium,"string,recursion"
1546,Maximum Number of Non-Overlapping Subarrays With Sum Equals Target,maximum-number-of-non-overlapping-subarrays-with-sum-equals-target,Medium,"array,hash-table,greedy,prefix-sum"
1547,Minimum Cost to Cut a Stick,minimum-cost-to-cut-a-stick,Hard,"array,dynamic-programming,sorting"
1548,The Most Similar Path in a Graph,the-most-similar-path-in-a-graph,Hard,"dynamic-programming,graph"
1549,The Most Recent Orders for Each Product,the-most-recent-orders-for-each-product,Medium,database
1550,Three Consecutive Odds,three-consecutive-odds,Easy,array
1551,Minimum Operations to Make Array Equal,minimum-operations-to-make-array-equal,Medium,math
1552,Magnetic Force Between Two Balls,magnetic-force-between-two-balls,Medium,"array,binary-search,sorting"
1553,Minimum Number of Days to Eat N Oranges,minimum-number-of-days-to-eat-n-oranges,Hard,"dynamic-programming,memoization"
1554,Strings Differ by One Character,strings-differ-by-one-character,Medium,"hash-table,string,rolling-hash,hash-function"
1555,Bank Account Summary,bank-account-summary,Medium,database
1556,Thousand Separator,thousand-separator,Easy,string
1557,Minimum Number of Vertices to Reach All Nodes,minimum-number-of-vertices-to-reach-all-nodes,Medium,graph
1558,Minimum Numbers of Function Calls to Make Target Array,minimum-numbers-of-function-calls-to-make-target-array,Medium,"array,greedy,bit-manipulation"
1559,Detect Cycles in 2D Grid,detect-cycles-in-2d-grid,Medium,"array,depth-first-search,breadth-first-search,union-find,matrix"
1560,Most Visited Sector in  a Circular Track,most-visited-sector-in-a-circular-track,Easy,"array,simulation"
1561,Maximum Number of Coins You Can Get,maximum-number-of-coins-you-can-get,Medium,"array,math,greedy,sorting,game-theory"
1562,Find Latest Group of Size M,find-latest-group-of-size-m,Medium,"array,binary-search,simulation"
1563,Stone Game V,stone-game-v,Hard,"array,math,dynamic-programming,game-theory"
1564,Put Boxes Into the Warehouse I,put-boxes-into-the-warehouse-i,Medium,"array,greedy,sorting"
1565,Unique Orders and Customers Per Month,unique-orders-and-customers-per-month,Easy,database
1566,Detect Pattern of Length M Repeated K or More Times,detect-pattern-of-length-m-repeated-k-or-more-times,Easy,"array,enumeration"
1567,Maximum Length of Subarray With Positive Product,maximum-length-of-subarray-with-positive-product,Medium,"array,dynamic-programming,greedy"
1568,Minimum Number of Days to Disconnect Island,minimum-number-of-days-to-disconnect-island,Hard,"array,depth-first-search,breadth-first-search,matrix,strongly-connected-component"
1569,Number of Ways to Reorder Array to Get Same BST,number-of-ways-to-reorder-array-to-get-same-bst,Hard,"array,math,divide-and-conquer,dynamic-programming,tree,union-find,binary-search-tree,memoization,combinatorics,binary-tree"
1570,Dot Product of Two Sparse Vectors,dot-product-of-two-sparse-vectors,Medium,"array,hash-table,two-pointers,design"
1571,Warehouse Manager,warehouse-manager,Easy,database
1572,Matrix Diagonal Sum,matrix-diagonal-sum,Easy,"array,matrix"
1573,Number of Ways to Split a String,number-of-ways-to-split-a-string,Medium,"math,string"
1574,Shortest Subarray to be Removed to Make Array Sorted,shortest-subarray-to-be-removed-to-make-array-sorted,Medium,"array,two-pointers,binary-search,stack,monotonic-stack"
1575,Count All Possible Routes,count-all-possible-routes,Hard,"array,dynamic-programming,memoization"
1576,Replace All ?'s to Avoid Consecutive Repeating Characters,replace-all-s-to-avoid-consecutive-repeating-characters,Easy,string
1577,Number of Ways Where Square of Number Is Equal to Product of Two Numbers,number-of-ways-where-square-of-number-is-equal-to-product-of-two-numbers,Medium,"array,hash-table,math,two-pointers"
1578,Minimum Time to Make Rope Colorful,minimum-time-to-make-rope-colorful,Medium,"array,string,dynamic-programming,greedy"
1579,Remove Max Number of Edges to Keep Graph Fully Traversable,remove-max-number-of-edges-to-keep-graph-fully-traversable,Hard,"union-find,graph"
1580,Put Boxes Into the Warehouse II,put-boxes-into-the-warehouse-ii,Medium,"array,greedy,sorting"
1581,Customer Who Visited but Did Not Make Any Transactions,customer-who-visited-but-did-not-make-any-transactions,Easy,database
1582,Special Positions in a Binary Matrix,special-positions-in-a-binary-matrix,Easy,"array,matrix"
1583,Count Unhappy Friends,count-unhappy-friends,Medium,"array,simulation"
1584,Min Cost to Connect All Points,min-cost-to-connect-all-points,Medium,"array,union-find,graph,minimum-spanning-tree"
1585,Check If String Is Transformable With Substring Sort Operations,check-if-string-is-transformable-with-substring-sort-operations,Hard,"string,greedy,sorting"
1586,Binary Search Tree Iterator II,binary-search-tree-iterator-ii,Medium,"stack,tree,design,binary-search-tree,binary-tree,iterator"
1587,Bank Account Summary II,bank-account-summary-ii,Easy,database
1588,Sum of All Odd Length Subarrays,sum-of-all-odd-length-subarrays,Easy,"array,math,prefix-sum"
1589,Maximum Sum Obtained of Any Permutation,maximum-sum-obtained-of-any-permutation,Medium,"array,greedy,sorting,prefix-sum"
1590,Make Sum Divisible by P,make-sum-divisible-by-p,Medium,"array,hash-table,prefix-sum"
1591,Strange Printer II,strange-printer-ii,Hard,"array,graph,topological-sort,matrix"
1592,Rearrange Spaces Between Words,rearrange-spaces-between-words,Easy,string
1593,Split a String Into the Max Number of Unique Substrings,split-a-string-into-the-max-number-of-unique-substrings,Medium,"hash-table,string,backtracking"
1594,Maximum Non Negative Product in a Matrix,maximum-non-negative-product-in-a-matrix,Medium,"array,dynamic-programming,matrix"
1595,Minimum Cost to Connect Two Groups of Points,minimum-cost-to-connect-two-groups-of-points,Hard,"array,dynamic-programming,bit-manipulation,matrix,bitmask"
1596,The Most Frequently Ordered Products for Each Customer,the-most-frequently-ordered-products-for-each-customer,Medium,database
1597,Build Binary Expression Tree From Infix Expression,build-binary-expression-tree-from-infix-expression,Hard,"string,stack,tree,binary-tree"
1598,Crawler Log Folder,crawler-log-folder,Easy,"array,string,stack"
1599,Maximum Profit of Operating a Centennial Wheel,maximum-profit-of-operating-a-centennial-wheel,Medium,"array,simulation"
1600,Throne Inheritance,throne-inheritance,Medium,"hash-table,tree,depth-first-search,design"
1601,Maximum Number of Achievable Transfer Requests,maximum-number-of-achievable-transfer-requests,Hard,"array,backtracking,bit-manipulation,enumeration"
1602,Find Nearest Right Node in Binary Tree,find-nearest-right-node-in-binary-tree,Medium,"tree,breadth-first-search,binary-tree"
1603,Design Parking System,design-parking-system,Easy,"design,simulation,counting"
1604,Alert Using Same Key-Card Three or More Times in a One Hour Period,alert-using-same-key-card-three-or-more-times-in-a-one-hour-period,Medium,"array,hash-table,string,sorting"
1605,Find Valid Matrix Given Row and Column Sums,find-valid-matrix-given-row-and-column-sums,Medium,"array,greedy,matrix"
1606,Find Servers That Handled Most Number of Requests,find-servers-that-handled-most-number-of-requests,Hard,"array,greedy,heap-priority-queue,ordered-set"
1607,Sellers With No Sales,sellers-with-no-sales,Easy,database
1608,Special Array With X Elements Greater Than or Equal X,special-array-with-x-elements-greater-than-or-equal-x,Easy,"array,binary-search,sorting"
1609,Even Odd Tree,even-odd-tree,Medium,"tree,breadth-first-search,binary-tree"
1610,Maximum Number of Visible Points,maximum-number-of-visible-points,Hard,"array,math,geometry,sliding-window,sorting"
1611,Minimum One Bit Operations to Make Integers Zero,minimum-one-bit-operations-to-make-integers-zero,Hard,"dynamic-programming,bit-manipulation,memoization"
1612,Check If Two Expression Trees are Equivalent,check-if-two-expression-trees-are-equivalent,Medium,"tree,depth-first-search,binary-tree"
1613,Find the Missing IDs,find-the-missing-ids,Medium,database
1614,Maximum Nesting Depth of the Parentheses,maximum-nesting-depth-of-the-parentheses,Easy,"string,stack"
1615,Maximal Network Rank,maximal-network-rank,Medium,graph
1616,Split Two Strings to Make Palindrome,split-two-strings-to-make-palindrome,Medium,"two-pointers,string"
1617,Count Subtrees With Max Distance Between Cities,count-subtrees-with-max-distance-between-cities,Hard,"dynamic-programming,bit-manipulation,tree,enumeration,bitmask"
1618,Maximum Font to Fit a Sentence in a Screen,maximum-font-to-fit-a-sentence-in-a-screen,Medium,"array,string,binary-search,interactive"
1619,Mean of Array After Removing Some Elements,mean-of-array-after-removing-some-elements,Easy,"array,sorting"
1620,Coordinate With Maximum Network Quality,coordinate-with-maximum-network-quality,Medium,"array,enumeration"
1621,Number of Sets of K Non-Overlapping Line Segments,number-of-sets-of-k-non-overlapping-line-segments,Medium,"math,dynamic-programming"
1622,Fancy Sequence,fancy-sequence,Hard,"math,design,segment-tree"
1623,All Valid Triplets That Can Represent a Country,all-valid-triplets-that-can-represent-a-country,Easy,database
1624,Largest Substring Between Two Equal Characters,largest-substring-between-two-equal-characters,Easy,"hash-table,string"
1625,Lexicographically Smallest String After Applying Operations,lexicographically-smallest-string-after-applying-operations,Medium,"string,breadth-first-search"
1626,Best Team With No Conflicts,best-team-with-no-conflicts,Medium,"array,dynamic-programming,sorting"
1627,Graph Connectivity With Threshold,graph-connectivity-with-threshold,Hard,"array,math,union-find,number-theory"
1628,Design an Expression Tree With Evaluate Function,design-an-expression-tree-with-evaluate-function,Medium,"math,stack,tree,design,binary-tree"
1629,Slowest Key,slowest-key,Easy,"array,string"
1630,Arithmetic Subarrays,arithmetic-subarrays,Medium,"array,sorting"
1631,Path With Minimum Effort,path-with-minimum-effort,Medium,"array,binary-search,depth-first-search,breadth-first-search,union-find,heap-priority-queue,matrix"
1632,Rank Transform of a Matrix,rank-transform-of-a-matrix,Hard,"array,union-find,graph,topological-sort,sorting,matrix"
1633,Percentage of Users Attended a Contest,percentage-of-users-attended-a-contest,Easy,database
1634,Add Two Polynomials Represented as Linked Lists,add-two-polynomials-represented-as-linked-lists,Medium,"linked-list,math,two-pointers"
1635,Hopper Company Queries I,hopper-company-queries-i,Hard,database
1636,Sort Array by Increasing Frequency,sort-array-by-increasing-frequency,Easy,"array,hash-table,sorting"
1637,Widest Vertical Area Between Two Points Containing No Points,widest-vertical-area-between-two-points-containing-no-points,Medium,"array,sorting"
1638,Count Substrings That Differ by One Character,count-substrings-that-differ-by-one-character,Medium,"hash-table,string,dynamic-programming"
1639,Number of Ways to Form a Target String Given a Dictionary,number-of-ways-to-form-a-target-string-given-a-dictionary,Hard,"array,string,dynamic-programming"
1640,Check Array Formation Through Concatenation,check-array-formation-through-concatenation,Easy,"array,hash-table"
1641,Count Sorted Vowel Strings,count-sorted-vowel-strings,Medium,"math,dynamic-programming,combinatorics"
1642,Furthest Building You Can Reach,furthest-building-you-can-reach,Medium,"array,greedy,heap-priority-queue"
1643,Kth Smallest Instructions,kth-smallest-instructions,Hard,"array,math,dynamic-programming,combinatorics"
1644,Lowest Common Ancestor of a Binary Tree II,lowest-common-ancestor-of-a-binary-tree-ii,Medium,"tree,depth-first-search,binary-tree"
1645,Hopper Company Queries II,hopper-company-queries-ii,Hard,database
1646,Get Maximum in Generated Array,get-maximum-in-generated-array,Easy,"array,dynamic-programming,simulation"
1647,Minimum Deletions to Make Character Frequencies Unique,minimum-deletions-to-make-character-frequencies-unique,Medium,"hash-table,string,greedy,sorting"
1648,Sell Diminishing-Valued Colored Balls,sell-diminishing-valued-colored-balls,Medium,"array,math,binary-search,greedy,sorting,heap-priority-queue"
1649,Create Sorted Array through Instructions,create-sorted-array-through-instructions,Hard,"array,binary-search,divide-and-conquer,binary-indexed-tree,segment-tree,merge-sort,ordered-set"
1650,Lowest Common Ancestor of a Binary Tree III,lowest-common-ancestor-of-a-binary-tree-iii,Medium,"hash-table,tree,binary-tree"
1651,Hopper Company Queries III,hopper-company-queries-iii,Hard,database
1652,Defuse the Bomb,defuse-the-bomb,Easy,array
