QID,title,titleSlug,difficulty,acceptanceRate,paidOnly,topicTags,categorySlug
1312,Minimum Insertion Steps to Make a String Palindrome,minimum-insertion-steps-to-make-a-string-palindrome,Hard,69.90499689151383,False,"string,dynamic-programming",algorithms
1313,Decompress Run-Length Encoded List,decompress-run-length-encoded-list,Easy,85.59555813258834,False,array,algorithms
1314,Matrix Block Sum,matrix-block-sum,Medium,75.56092254936303,False,"array,matrix,prefix-sum",algorithms
1315,Sum of Nodes with Even-Valued Grandparent,sum-of-nodes-with-even-valued-grandparent,Medium,85.49109883364027,False,"tree,depth-first-search,breadth-first-search,binary-tree",algorithms
1316,Distinct Echo Substrings,distinct-echo-substrings,Hard,49.7814280037091,False,"string,trie,rolling-hash,hash-function",algorithms
1317,Convert Integer to the Sum of Two No-Zero Integers,convert-integer-to-the-sum-of-two-no-zero-integers,Easy,54.45914844649021,False,math,algorithms
1318,Minimum Flips to Make a OR b Equal to c,minimum-flips-to-make-a-or-b-equal-to-c,Medium,71.2874400016768,False,bit-manipulation,algorithms
1319,Number of Operations to Make Network Connected,number-of-operations-to-make-network-connected,Medium,62.43122964300687,False,"depth-first-search,breadth-first-search,union-find,graph",algorithms
1320,Minimum Distance to Type a Word Using Two Fingers,minimum-distance-to-type-a-word-using-two-fingers,Hard,59.22427451216333,False,"string,dynamic-programming",algorithms
1321,Restaurant Growth,restaurant-growth,Medium,47.993870437883096,False,database,database
1322,Ads Performance,ads-performance,Easy,59.85151430608512,True,database,database
1323,Maximum 69 Number,maximum-69-number,Easy,81.99833587574538,False,"math,greedy",algorithms
1324,Print Words Vertically,print-words-vertically,Medium,62.575820237110555,False,"array,string,simulation",algorithms
1325,Delete Leaves With a Given Value,delete-leaves-with-a-given-value,Medium,74.35210991167811,False,"tree,depth-first-search,binary-tree",algorithms
1326,Minimum Number of Taps to Open to Water a Garden,minimum-number-of-taps-to-open-to-water-a-garden,Hard,51.49118526847275,False,"array,dynamic-programming,greedy",algorithms
1327,List the Products Ordered in a Period,list-the-products-ordered-in-a-period,Easy,70.66080466007375,False,database,database
1328,Break a Palindrome,break-a-palindrome,Medium,52.014726460984875,False,"string,greedy",algorithms
1329,Sort the Matrix Diagonally,sort-the-matrix-diagonally,Medium,83.01751123173324,False,"array,sorting,matrix",algorithms
1330,Reverse Subarray To Maximize Array Value,reverse-subarray-to-maximize-array-value,Hard,41.384687353812566,False,"array,math,greedy",algorithms
1331,Rank Transform of an Array,rank-transform-of-an-array,Easy,59.93775960455998,False,"array,hash-table,sorting",algorithms
1332,Remove Palindromic Subsequences,remove-palindromic-subsequences,Easy,76.28870338379018,False,"two-pointers,string",algorithms
1333,"Filter Restaurants by Vegan-Friendly, Price and Distance",filter-restaurants-by-vegan-friendly-price-and-distance,Medium,60.67516257146598,False,"array,sorting",algorithms
1334,Find the City With the Smallest Number of Neighbors at a Threshold Distance,find-the-city-with-the-smallest-number-of-neighbors-at-a-threshold-distance,Medium,58.095625399407425,False,"dynamic-programming,graph,shortest-path",algorithms
1335,Minimum Difficulty of a Job Schedule,minimum-difficulty-of-a-job-schedule,Hard,58.31127230973221,False,"array,dynamic-programming",algorithms
1336,Number of Transactions per Visit,number-of-transactions-per-visit,Hard,47.92313501720232,True,database,database
1337,The K Weakest Rows in a Matrix,the-k-weakest-rows-in-a-matrix,Easy,73.44075226427913,False,"array,binary-search,sorting,heap-priority-queue,matrix",algorithms
1338,Reduce Array Size to The Half,reduce-array-size-to-the-half,Medium,69.10419916200263,False,"array,hash-table,greedy,sorting,heap-priority-queue",algorithms
1339,Maximum Product of Splitted Binary Tree,maximum-product-of-splitted-binary-tree,Medium,47.72065683522661,False,"tree,depth-first-search,binary-tree",algorithms
1340,Jump Game V,jump-game-v,Hard,62.81965225299353,False,"array,dynamic-programming,sorting",algorithms
1341,Movie Rating,movie-rating,Medium,41.90014073197897,False,database,database
1342,Number of Steps to Reduce a Number to Zero,number-of-steps-to-reduce-a-number-to-zero,Easy,84.84629185047798,False,"math,bit-manipulation",algorithms
1343,Number of Sub-arrays of Size K and Average Greater than or Equal to Threshold,number-of-sub-arrays-of-size-k-and-average-greater-than-or-equal-to-threshold,Medium,68.14465004318187,False,"array,sliding-window",algorithms
1344,Angle Between Hands of a Clock,angle-between-hands-of-a-clock,Medium,63.414854458821665,False,math,algorithms
1345,Jump Game IV,jump-game-iv,Hard,46.55281423957116,False,"array,hash-table,breadth-first-search",algorithms
1346,Check If N and Its Double Exist,check-if-n-and-its-double-exist,Easy,36.7740462256289,False,"array,hash-table,two-pointers,binary-search,sorting",algorithms
1347,Minimum Number of Steps to Make Two Strings Anagram,minimum-number-of-steps-to-make-two-strings-anagram,Medium,78.15126987312418,False,"hash-table,string,counting",algorithms
1348,Tweet Counts Per Frequency,tweet-counts-per-frequency,Medium,44.11852187584097,False,"hash-table,binary-search,design,sorting,ordered-set",algorithms
1349,Maximum Students Taking Exam,maximum-students-taking-exam,Hard,49.82606916308574,False,"array,dynamic-programming,bit-manipulation,matrix,bitmask",algorithms
1350,Students With Invalid Departments,students-with-invalid-departments,Easy,89.68580676940398,True,database,database
1351,Count Negative Numbers in a Sorted Matrix,count-negative-numbers-in-a-sorted-matrix,Easy,77.26325149848789,False,"array,binary-search,matrix",algorithms
1352,Product of the Last K Numbers,product-of-the-last-k-numbers,Medium,50.26612731530764,False,"array,math,design,queue,data-stream",algorithms
1353,Maximum Number of Events That Can Be Attended,maximum-number-of-events-that-can-be-attended,Medium,32.17533483797631,False,"array,greedy,sorting,heap-priority-queue",algorithms
1354,Construct Target Array With Multiple Sums,construct-target-array-with-multiple-sums,Hard,36.21386107721708,False,"array,heap-priority-queue",algorithms
1355,Activity Participants,activity-participants,Medium,73.05560084787217,True,database,database
1356,Sort Integers by The Number of 1 Bits,sort-integers-by-the-number-of-1-bits,Easy,73.70783429134129,False,"array,bit-manipulation,sorting,counting",algorithms
1357,Apply Discount Every n Orders,apply-discount-every-n-orders,Medium,70.18781891217023,False,"array,hash-table,design",algorithms
1358,Number of Substrings Containing All Three Characters,number-of-substrings-containing-all-three-characters,Medium,64.622615877846,False,"hash-table,string,sliding-window",algorithms
1359,Count All Valid Pickup and Delivery Options,count-all-valid-pickup-and-delivery-options,Hard,65.42935350057849,False,"math,dynamic-programming,combinatorics",algorithms
1360,Number of Days Between Two Dates,number-of-days-between-two-dates,Easy,48.992071250135766,False,"math,string",algorithms
1361,Validate Binary Tree Nodes,validate-binary-tree-nodes,Medium,44.31202122689327,False,"tree,depth-first-search,breadth-first-search,union-find,graph,binary-tree",algorithms
1362,Closest Divisors,closest-divisors,Medium,60.329474621549416,False,math,algorithms
1363,Largest Multiple of Three,largest-multiple-of-three,Hard,32.87273367364901,False,"array,dynamic-programming,greedy",algorithms
1364,Number of Trusted Contacts of a Customer,number-of-trusted-contacts-of-a-customer,Medium,76.2327705391931,True,database,database
1365,How Many Numbers Are Smaller Than the Current Number,how-many-numbers-are-smaller-than-the-current-number,Easy,86.53022700246893,False,"array,hash-table,sorting,counting",algorithms
1366,Rank Teams by Votes,rank-teams-by-votes,Medium,57.91992269166798,False,"array,hash-table,string,sorting,counting",algorithms
1367,Linked List in Binary Tree,linked-list-in-binary-tree,Medium,43.78796107292896,False,"linked-list,tree,depth-first-search,breadth-first-search,binary-tree",algorithms
1368,Minimum Cost to Make at Least One Valid Path in a Grid,minimum-cost-to-make-at-least-one-valid-path-in-a-grid,Hard,61.80221469441203,False,"array,breadth-first-search,graph,heap-priority-queue,matrix,shortest-path",algorithms
1369,Get the Second Most Recent Activity,get-the-second-most-recent-activity,Hard,67.9372738238842,True,database,database
1370,Increasing Decreasing String,increasing-decreasing-string,Easy,76.41385595105069,False,"hash-table,string,counting",algorithms
1371,Find the Longest Substring Containing Vowels in Even Counts,find-the-longest-substring-containing-vowels-in-even-counts,Medium,63.666226947052586,False,"hash-table,string,bit-manipulation,prefix-sum",algorithms
1372,Longest ZigZag Path in a Binary Tree,longest-zigzag-path-in-a-binary-tree,Medium,66.4927324116939,False,"dynamic-programming,tree,depth-first-search,binary-tree",algorithms
1373,Maximum Sum BST in Binary Tree,maximum-sum-bst-in-binary-tree,Hard,40.306422709929976,False,"dynamic-programming,tree,depth-first-search,binary-search-tree,binary-tree",algorithms
1374,Generate a String With Characters That Have Odd Counts,generate-a-string-with-characters-that-have-odd-counts,Easy,77.56364198597558,False,string,algorithms
1375,Number of Times Binary String Is Prefix-Aligned,number-of-times-binary-string-is-prefix-aligned,Medium,65.8426486103877,False,array,algorithms
1376,Time Needed to Inform All Employees,time-needed-to-inform-all-employees,Medium,60.12837627781943,False,"tree,depth-first-search,breadth-first-search",algorithms
1377,Frog Position After T Seconds,frog-position-after-t-seconds,Hard,35.52078315997761,False,"tree,depth-first-search,breadth-first-search,graph",algorithms
1378,Replace Employee ID With The Unique Identifier,replace-employee-id-with-the-unique-identifier,Easy,83.17444544023478,False,database,database
1379,Find a Corresponding Node of a Binary Tree in a Clone of That Tree,find-a-corresponding-node-of-a-binary-tree-in-a-clone-of-that-tree,Easy,86.07692244108482,False,"tree,depth-first-search,breadth-first-search,binary-tree",algorithms
1380,Lucky Numbers in a Matrix,lucky-numbers-in-a-matrix,Easy,70.94097397082146,False,"array,matrix",algorithms
1381,Design a Stack With Increment Operation,design-a-stack-with-increment-operation,Medium,77.09500182637282,False,"array,stack,design",algorithms
1382,Balance a Binary Search Tree,balance-a-binary-search-tree,Medium,81.06411886420861,False,"divide-and-conquer,greedy,tree,depth-first-search,binary-search-tree,binary-tree",algorithms
1383,Maximum Performance of a Team,maximum-performance-of-a-team,Hard,48.0364518105998,False,"array,greedy,sorting,heap-priority-queue",algorithms
1384,Total Sales Amount by Year,total-sales-amount-by-year,Hard,62.24426534407935,True,database,database
1385,Find the Distance Value Between Two Arrays,find-the-distance-value-between-two-arrays,Easy,67.40205344897883,False,"array,two-pointers,binary-search,sorting",algorithms
1386,Cinema Seat Allocation,cinema-seat-allocation,Medium,41.3725509510535,False,"array,hash-table,greedy,bit-manipulation",algorithms
1387,Sort Integers by The Power Value,sort-integers-by-the-power-value,Medium,69.90969005760579,False,"dynamic-programming,memoization,sorting",algorithms
1388,Pizza With 3n Slices,pizza-with-3n-slices,Hard,51.19450451596489,False,"array,dynamic-programming,greedy,heap-priority-queue",algorithms
1389,Create Target Array in the Given Order,create-target-array-in-the-given-order,Easy,85.73742460252096,False,"array,simulation",algorithms
1390,Four Divisors,four-divisors,Medium,41.622897270228655,False,"array,math",algorithms
1391,Check if There is a Valid Path in a Grid,check-if-there-is-a-valid-path-in-a-grid,Medium,47.64942975400799,False,"array,depth-first-search,breadth-first-search,union-find,matrix",algorithms
1392,Longest Happy Prefix,longest-happy-prefix,Hard,44.98977768062645,False,"string,rolling-hash,string-matching,hash-function",algorithms
1393,Capital Gain/Loss,capital-gainloss,Medium,85.73235403058966,False,database,database
1394,Find Lucky Integer in an Array,find-lucky-integer-in-an-array,Easy,65.63174446568416,False,"array,hash-table,counting",algorithms
1395,Count Number of Teams,count-number-of-teams,Medium,66.28491690342695,False,"array,dynamic-programming,binary-indexed-tree",algorithms
1396,Design Underground System,design-underground-system,Medium,74.76710765028436,False,"hash-table,string,design",algorithms
1397,Find All Good Strings,find-all-good-strings,Hard,42.00470521137806,False,"string,dynamic-programming,string-matching",algorithms
1398,Customers Who Bought Products A and B but Not C,customers-who-bought-products-a-and-b-but-not-c,Medium,73.91454623259489,True,database,database
1399,Count Largest Group,count-largest-group,Easy,66.64893359771727,False,"hash-table,math",algorithms
1400,Construct K Palindrome Strings,construct-k-palindrome-strings,Medium,62.36549428431347,False,"hash-table,string,greedy,counting",algorithms
1401,Circle and Rectangle Overlapping,circle-and-rectangle-overlapping,Medium,44.84787696422601,False,"math,geometry",algorithms
1402,Reducing Dishes,reducing-dishes,Hard,76.38270935069633,False,"array,dynamic-programming,greedy,sorting",algorithms
1403,Minimum Subsequence in Non-Increasing Order,minimum-subsequence-in-non-increasing-order,Easy,72.40684575389949,False,"array,greedy,sorting",algorithms
1404,Number of Steps to Reduce a Number in Binary Representation to One,number-of-steps-to-reduce-a-number-in-binary-representation-to-one,Medium,52.75357742597563,False,"string,bit-manipulation",algorithms
1405,Longest Happy String,longest-happy-string,Medium,57.26913419879131,False,"string,greedy,heap-priority-queue",algorithms
1406,Stone Game III,stone-game-iii,Hard,64.61848478976943,False,"array,math,dynamic-programming,game-theory",algorithms
1407,Top Travellers,top-travellers,Easy,58.70575006328779,False,database,database
1408,String Matching in an Array,string-matching-in-an-array,Easy,63.74075770463914,False,"array,string,string-matching",algorithms
1409,Queries on a Permutation With Key,queries-on-a-permutation-with-key,Medium,83.82696169781622,False,"array,binary-indexed-tree,simulation",algorithms
1410,HTML Entity Parser,html-entity-parser,Medium,51.09054708357844,False,"hash-table,string",algorithms
1411,Number of Ways to Paint N × 3 Grid,number-of-ways-to-paint-n-3-grid,Hard,63.260148795083296,False,dynamic-programming,algorithms
1412,Find the Quiet Students in All Exams,find-the-quiet-students-in-all-exams,Hard,60.001571750406036,True,database,database
1413,Minimum Value to Get Positive Step by Step Sum,minimum-value-to-get-positive-step-by-step-sum,Easy,66.43385350766202,False,"array,prefix-sum",algorithms
1414,Find the Minimum Number of Fibonacci Numbers Whose Sum Is K,find-the-minimum-number-of-fibonacci-numbers-whose-sum-is-k,Medium,65.18970680180328,False,"math,greedy",algorithms
1415,The k-th Lexicographical String of All Happy Strings of Length n,the-k-th-lexicographical-string-of-all-happy-strings-of-length-n,Medium,73.4418889522482,False,"string,backtracking",algorithms
1416,Restore The Array,restore-the-array,Hard,48.32408511815243,False,"string,dynamic-programming",algorithms
1417,Reformat The String,reformat-the-string,Easy,53.499011127314866,False,string,algorithms
1418,Display Table of Food Orders in a Restaurant,display-table-of-food-orders-in-a-restaurant,Medium,74.37265478424015,False,"array,hash-table,string,sorting,ordered-set",algorithms
1419,Minimum Number of Frogs Croaking,minimum-number-of-frogs-croaking,Medium,50.15692200395211,False,"string,counting",algorithms
1420,Build Array Where You Can Find The Maximum Exactly K Comparisons,build-array-where-you-can-find-the-maximum-exactly-k-comparisons,Hard,69.87683806312634,False,"dynamic-programming,prefix-sum",algorithms
1421,NPV Queries,npv-queries,Easy,82.71613250740641,True,database,database
1422,Maximum Score After Splitting a String,maximum-score-after-splitting-a-string,Easy,57.92607755111535,False,string,algorithms
1423,Maximum Points You Can Obtain from Cards,maximum-points-you-can-obtain-from-cards,Medium,52.25660595598512,False,"array,sliding-window,prefix-sum",algorithms
1424,Diagonal Traverse II,diagonal-traverse-ii,Medium,50.680910779934386,False,"array,sorting,heap-priority-queue",algorithms
1425,Constrained Subsequence Sum,constrained-subsequence-sum,Hard,47.807247187968294,False,"array,dynamic-programming,queue,sliding-window,heap-priority-queue,monotonic-queue",algorithms
1426,Counting Elements,counting-elements,Easy,59.869117869571795,True,"array,hash-table",algorithms
1427,Perform String Shifts,perform-string-shifts,Easy,54.48508031504954,True,"array,math,string",algorithms
1428,Leftmost Column with at Least a One,leftmost-column-with-at-least-a-one,Medium,53.6400087760858,True,"array,binary-search,matrix,interactive",algorithms
1429,First Unique Number,first-unique-number,Medium,53.296054186028194,True,"array,hash-table,design,queue,data-stream",algorithms
1430,Check If a String Is a Valid Sequence from Root to Leaves Path in a Binary Tree,check-if-a-string-is-a-valid-sequence-from-root-to-leaves-path-in-a-binary-tree,Medium,46.62284093838618,True,"tree,depth-first-search,breadth-first-search,binary-tree",algorithms
1431,Kids With the Greatest Number of Candies,kids-with-the-greatest-number-of-candies,Easy,87.28400423108705,False,array,algorithms
1432,Max Difference You Can Get From Changing an Integer,max-difference-you-can-get-from-changing-an-integer,Medium,41.031289111389235,False,"math,greedy",algorithms
1433,Check If a String Can Break Another String,check-if-a-string-can-break-another-string,Medium,69.18383588292511,False,"string,greedy,sorting",algorithms
1434,Number of Ways to Wear Different Hats to Each Other,number-of-ways-to-wear-different-hats-to-each-other,Hard,43.9290941616523,False,"array,dynamic-programming,bit-manipulation,bitmask",algorithms
1435,Create a Session Bar Chart,create-a-session-bar-chart,Easy,75.70697740514424,True,database,database
1436,Destination City,destination-city,Easy,77.0765355289185,False,"hash-table,string",algorithms
1437,Check If All 1's Are at Least Length K Places Away,check-if-all-1s-are-at-least-length-k-places-away,Easy,58.089544027701365,False,array,algorithms
1438,Longest Continuous Subarray With Absolute Diff Less Than or Equal to Limit,longest-continuous-subarray-with-absolute-diff-less-than-or-equal-to-limit,Medium,48.8270336467609,False,"array,queue,sliding-window,heap-priority-queue,ordered-set,monotonic-queue",algorithms
1439,Find the Kth Smallest Sum of a Matrix With Sorted Rows,find-the-kth-smallest-sum-of-a-matrix-with-sorted-rows,Hard,61.4151299954248,False,"array,binary-search,heap-priority-queue,matrix",algorithms
1440,Evaluate Boolean Expression,evaluate-boolean-expression,Medium,73.28605905312398,True,database,database
1441,Build an Array With Stack Operations,build-an-array-with-stack-operations,Medium,72.53182668672268,False,"array,stack,simulation",algorithms
1442,Count Triplets That Can Form Two Arrays of Equal XOR,count-triplets-that-can-form-two-arrays-of-equal-xor,Medium,76.66967211312206,False,"array,hash-table,math,bit-manipulation,prefix-sum",algorithms
1443,Minimum Time to Collect All Apples in a Tree,minimum-time-to-collect-all-apples-in-a-tree,Medium,62.35779303031196,False,"hash-table,tree,depth-first-search,breadth-first-search",algorithms
1444,Number of Ways of Cutting a Pizza,number-of-ways-of-cutting-a-pizza,Hard,62.906233609821484,False,"array,dynamic-programming,memoization,matrix",algorithms
1445,Apples & Oranges,apples-oranges,Medium,88.49585964381593,True,database,database
1446,Consecutive Characters,consecutive-characters,Easy,60.55479261726317,False,string,algorithms
1447,Simplified Fractions,simplified-fractions,Medium,65.83406467292244,False,"math,string,number-theory",algorithms
1448,Count Good Nodes in Binary Tree,count-good-nodes-in-binary-tree,Medium,73.42490722036924,False,"tree,depth-first-search,breadth-first-search,binary-tree",algorithms
1449,Form Largest Integer With Digits That Add up to Target,form-largest-integer-with-digits-that-add-up-to-target,Hard,47.78981004793183,False,"array,dynamic-programming",algorithms
1450,Number of Students Doing Homework at a Given Time,number-of-students-doing-homework-at-a-given-time,Easy,75.5779907088712,False,array,algorithms
1451,Rearrange Words in a Sentence,rearrange-words-in-a-sentence,Medium,63.80414968904139,False,"string,sorting",algorithms
1452,People Whose List of Favorite Companies Is Not a Subset of Another List,people-whose-list-of-favorite-companies-is-not-a-subset-of-another-list,Medium,57.176746677550184,False,"array,hash-table,string",algorithms
1453,Maximum Number of Darts Inside of a Circular Dartboard,maximum-number-of-darts-inside-of-a-circular-dartboard,Hard,37.10746568463341,False,"array,math,geometry",algorithms
1454,Active Users,active-users,Medium,37.24736692285796,True,database,database
1455,Check If a Word Occurs As a Prefix of Any Word in a Sentence,check-if-a-word-occurs-as-a-prefix-of-any-word-in-a-sentence,Easy,64.12751586210663,False,"string,string-matching",algorithms
1456,Maximum Number of Vowels in a Substring of Given Length,maximum-number-of-vowels-in-a-substring-of-given-length,Medium,57.854692511504666,False,"string,sliding-window",algorithms
1457,Pseudo-Palindromic Paths in a Binary Tree,pseudo-palindromic-paths-in-a-binary-tree,Medium,67.44649565187423,False,"bit-manipulation,tree,depth-first-search,breadth-first-search,binary-tree",algorithms
1458,Max Dot Product of Two Subsequences,max-dot-product-of-two-subsequences,Hard,62.66354028613178,False,"array,dynamic-programming",algorithms
1459,Rectangles Area,rectangles-area,Medium,68.76136068553622,True,database,database
1460,Make Two Arrays Equal by Reversing Subarrays,make-two-arrays-equal-by-reversing-subarrays,Easy,71.89511040023991,False,"array,hash-table,sorting",algorithms
1461,Check If a String Contains All Binary Codes of Size K,check-if-a-string-contains-all-binary-codes-of-size-k,Medium,56.502091554269285,False,"hash-table,string,bit-manipulation,rolling-hash,hash-function",algorithms
1462,Course Schedule IV,course-schedule-iv,Medium,49.49043464653183,False,"depth-first-search,breadth-first-search,graph,topological-sort",algorithms
1463,Cherry Pickup II,cherry-pickup-ii,Hard,69.4788214187977,False,"array,dynamic-programming,matrix",algorithms
1464,Maximum Product of Two Elements in an Array,maximum-product-of-two-elements-in-an-array,Easy,80.54664885326208,False,"array,sorting,heap-priority-queue",algorithms
1465,Maximum Area of a Piece of Cake After Horizontal and Vertical Cuts,maximum-area-of-a-piece-of-cake-after-horizontal-and-vertical-cuts,Medium,40.92783944596421,False,"array,greedy,sorting",algorithms
1466,Reorder Routes to Make All Paths Lead to the City Zero,reorder-routes-to-make-all-paths-lead-to-the-city-zero,Medium,65.48045964976572,False,"depth-first-search,breadth-first-search,graph",algorithms
1467,Probability of a Two Boxes Having The Same Number of Distinct Balls,probability-of-a-two-boxes-having-the-same-number-of-distinct-balls,Hard,60.57364709610966,False,"array,math,dynamic-programming,backtracking,combinatorics,probability-and-statistics",algorithms
1468,Calculate Salaries,calculate-salaries,Medium,79.4551442686332,True,database,database
1469,Find All The Lonely Nodes,find-all-the-lonely-nodes,Easy,82.56289392397379,True,"tree,depth-first-search,breadth-first-search,binary-tree",algorithms
1470,Shuffle the Array,shuffle-the-array,Easy,88.44044990441753,False,array,algorithms
1471,The k Strongest Values in an Array,the-k-strongest-values-in-an-array,Medium,60.7958607073561,False,"array,two-pointers,sorting",algorithms
1472,Design Browser History,design-browser-history,Medium,77.69165382570186,False,"array,linked-list,stack,design,doubly-linked-list,data-stream",algorithms
1473,Paint House III,paint-house-iii,Hard,61.22258030980351,False,"array,dynamic-programming",algorithms
1474,Delete N Nodes After M Nodes of a Linked List,delete-n-nodes-after-m-nodes-of-a-linked-list,Easy,73.17670347989164,True,linked-list,algorithms
1475,Final Prices With a Special Discount in a Shop,final-prices-with-a-special-discount-in-a-shop,Easy,76.83435582822085,False,"array,stack,monotonic-stack",algorithms
1476,Subrectangle Queries,subrectangle-queries,Medium,88.1640802250658,False,"array,design,matrix",algorithms
1477,Find Two Non-overlapping Sub-arrays Each With Target Sum,find-two-non-overlapping-sub-arrays-each-with-target-sum,Medium,36.55898366606171,False,"array,hash-table,binary-search,dynamic-programming,sliding-window",algorithms
1478,Allocate Mailboxes,allocate-mailboxes,Hard,55.24258219727346,False,"array,math,dynamic-programming,sorting",algorithms
1479,Sales by Day of the Week,sales-by-day-of-the-week,Hard,79.01300465838509,True,database,database
1480,Running Sum of 1d Array,running-sum-of-1d-array,Easy,86.64525244614254,False,"array,prefix-sum",algorithms
1481,Least Number of Unique Integers after K Removals,least-number-of-unique-integers-after-k-removals,Medium,55.951663547844845,False,"array,hash-table,greedy,sorting,counting",algorithms
1482,Minimum Number of Days to Make m Bouquets,minimum-number-of-days-to-make-m-bouquets,Medium,52.1867407150295,False,"array,binary-search",algorithms
1483,Kth Ancestor of a Tree Node,kth-ancestor-of-a-tree-node,Hard,34.31232168810895,False,"binary-search,dynamic-programming,tree,depth-first-search,breadth-first-search,design",algorithms
1484,Group Sold Products By The Date,group-sold-products-by-the-date,Easy,76.86461253937406,False,database,database
1485,Clone Binary Tree With Random Pointer,clone-binary-tree-with-random-pointer,Medium,80.57820607857671,True,"hash-table,tree,depth-first-search,breadth-first-search,binary-tree",algorithms
1486,XOR Operation in an Array,xor-operation-in-an-array,Easy,85.22337279569572,False,"math,bit-manipulation",algorithms
1487,Making File Names Unique,making-file-names-unique,Medium,36.63104703182587,False,"array,hash-table,string",algorithms
1488,Avoid Flood in The City,avoid-flood-in-the-city,Medium,26.784686700767264,False,"array,hash-table,binary-search,greedy,heap-priority-queue",algorithms
1489,Find Critical and Pseudo-Critical Edges in Minimum Spanning Tree,find-critical-and-pseudo-critical-edges-in-minimum-spanning-tree,Hard,69.24961033177466,False,"union-find,graph,sorting,minimum-spanning-tree,strongly-connected-component",algorithms
1490,Clone N-ary Tree,clone-n-ary-tree,Medium,83.27281755267977,True,"hash-table,tree,depth-first-search,breadth-first-search",algorithms
1491,Average Salary Excluding the Minimum and Maximum Salary,average-salary-excluding-the-minimum-and-maximum-salary,Easy,63.43977912269608,False,"array,sorting",algorithms
1492,The kth Factor of n,the-kth-factor-of-n,Medium,65.7048183904754,False,"math,number-theory",algorithms
1493,Longest Subarray of 1's After Deleting One Element,longest-subarray-of-1s-after-deleting-one-element,Medium,66.56653692108083,False,"array,dynamic-programming,sliding-window",algorithms
1494,Parallel Courses II,parallel-courses-ii,Hard,29.903215040605186,False,"dynamic-programming,bit-manipulation,graph,bitmask",algorithms
1495,Friendly Movies Streamed Last Month,friendly-movies-streamed-last-month,Easy,49.05382599016123,True,database,database
1496,Path Crossing,path-crossing,Easy,56.256495756106006,False,"hash-table,string",algorithms
1497,Check If Array Pairs Are Divisible by k,check-if-array-pairs-are-divisible-by-k,Medium,38.52086370655371,False,"array,hash-table,counting",algorithms
1498,Number of Subsequences That Satisfy the Given Sum Condition,number-of-subsequences-that-satisfy-the-given-sum-condition,Medium,44.03089283739901,False,"array,two-pointers,binary-search,sorting",algorithms
1499,Max Value of Equation,max-value-of-equation,Hard,44.673370760181704,False,"array,queue,sliding-window,heap-priority-queue,monotonic-queue",algorithms
1500,Design a File Sharing System,design-a-file-sharing-system,Medium,44.285053216103655,True,"hash-table,design,heap-priority-queue,data-stream",algorithms
1501,Countries You Can Safely Invest In,countries-you-can-safely-invest-in,Medium,49.614251040221916,True,database,database
1502,Can Make Arithmetic Progression From Sequence,can-make-arithmetic-progression-from-sequence,Easy,69.84616333199742,False,"array,sorting",algorithms
1503,Last Moment Before All Ants Fall Out of a Plank,last-moment-before-all-ants-fall-out-of-a-plank,Medium,57.297867734603315,False,"array,brainteaser,simulation",algorithms
1504,Count Submatrices With All Ones,count-submatrices-with-all-ones,Medium,57.28154174766602,False,"array,dynamic-programming,stack,matrix,monotonic-stack",algorithms
1505,Minimum Possible Integer After at Most K Adjacent Swaps On Digits,minimum-possible-integer-after-at-most-k-adjacent-swaps-on-digits,Hard,38.75481226973548,False,"string,greedy,binary-indexed-tree,segment-tree",algorithms
1506,Find Root of N-Ary Tree,find-root-of-n-ary-tree,Medium,78.47460956684019,True,"hash-table,bit-manipulation,tree,depth-first-search",algorithms
1507,Reformat Date,reformat-date,Easy,64.15580066556437,False,string,algorithms
1508,Range Sum of Sorted Subarray Sums,range-sum-of-sorted-subarray-sums,Medium,58.605358411979566,False,"array,two-pointers,binary-search,sorting",algorithms
1509,Minimum Difference Between Largest and Smallest Value in Three Moves,minimum-difference-between-largest-and-smallest-value-in-three-moves,Medium,54.80332034558699,False,"array,greedy,sorting",algorithms
1510,Stone Game IV,stone-game-iv,Hard,59.840196360028195,False,"math,dynamic-programming,game-theory",algorithms
1511,Customer Order Frequency,customer-order-frequency,Easy,69.30886515110015,True,database,database
1512,Number of Good Pairs,number-of-good-pairs,Easy,88.96332808296432,False,"array,hash-table,math,counting",algorithms
1513,Number of Substrings With Only 1s,number-of-substrings-with-only-1s,Medium,45.775233065076094,False,"math,string",algorithms
1514,Path with Maximum Probability,path-with-maximum-probability,Medium,54.611353633823434,False,"array,graph,heap-priority-queue,shortest-path",algorithms
1515,Best Position for a Service Centre,best-position-for-a-service-centre,Hard,36.678862932732905,False,"math,geometry,randomized",algorithms
1516,Move Sub-Tree of N-Ary Tree,move-sub-tree-of-n-ary-tree,Hard,62.662721893491124,True,"tree,depth-first-search",algorithms
1517,Find Users With Valid E-Mails,find-users-with-valid-e-mails,Easy,47.18789034251529,False,database,database
1518,Water Bottles,water-bottles,Easy,60.52006533927862,False,"math,simulation",algorithms
1519,Number of Nodes in the Sub-Tree With the Same Label,number-of-nodes-in-the-sub-tree-with-the-same-label,Medium,55.11528157389116,False,"hash-table,tree,depth-first-search,breadth-first-search,counting",algorithms
1520,Maximum Number of Non-Overlapping Substrings,maximum-number-of-non-overlapping-substrings,Hard,38.49239864864865,False,"string,greedy",algorithms
